State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),"Bitter gourd",Other,FAQ,23/04/2025,4000,4000,4000
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),Cauliflower,Other,FAQ,23/04/2025,1800,2000,1900
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),Coriander(Leaves),Other,FAQ,23/04/2025,8000,8500,8200
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),"Squash(Chappal Kadoo)",Other,FAQ,23/04/2025,1200,1400,1300
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),Tomato,Other,FAQ,23/04/2025,1800,2000,1900
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),"Water Melon",Other,Medium,23/04/2025,2000,2200,2100
"Himachal Pradesh",Kangra,Dharamshala,Capsicum,Other,FAQ,23/04/2025,1800,2000,1900
"Himachal Pradesh",Kangra,Kangra,"Bhindi(Ladies Finger)",Other,FAQ,23/04/2025,4500,5000,4700
"Himachal Pradesh",Kangra,Kangra,Cucumbar(Kheera),Other,FAQ,23/04/2025,1200,2000,1500
"Himachal Pradesh",Kangra,Kangra,"French Beans (Frasbean)",Other,FAQ,23/04/2025,4000,4500,4200
"Himachal Pradesh",Kangra,Kangra,Guava,Other,Medium,23/04/2025,7000,8000,7500
"Himachal Pradesh",Kangra,Kangra,Lemon,Other,FAQ,23/04/2025,12000,13000,12500
"Himachal Pradesh",Kangra,Kangra,Orange,Other,Medium,23/04/2025,7000,9000,8000
"Himachal Pradesh",Kangra,Kangra,Papaya,Other,Medium,23/04/2025,3000,3500,3200
"Himachal Pradesh",Kangra,Kangra,"Peas cod",Other,FAQ,23/04/2025,5000,5500,5200
"Himachal Pradesh",Kangra,Kangra,Potato,Other,FAQ,23/04/2025,700,1200,1000
"Himachal Pradesh",Kangra,Kangra,Raddish,Other,FAQ,23/04/2025,800,1500,1000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Apple,Apple,Medium,23/04/2025,13000,15000,14000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Capsicum,Capsicum,FAQ,23/04/2025,1500,1700,1600
"Himachal Pradesh",Kangra,Kangra(Baijnath),Carrot,Carrot,FAQ,23/04/2025,1600,1800,1800
"Himachal Pradesh",Kangra,Kangra(Baijnath),Cucumbar(Kheera),Cucumbar,FAQ,23/04/2025,1500,2100,2000
"Himachal Pradesh",Kangra,Kangra(Baijnath),"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,23/04/2025,3500,4000,4000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Lemon,Lemon,FAQ,23/04/2025,12000,13000,13000
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Peas Wet",Other,FAQ,23/04/2025,4500,5000,5000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Pumpkin,Other,FAQ,23/04/2025,2000,2200,2100
"Himachal Pradesh",Kangra,Kangra(Baijnath),Spinach,Other,FAQ,23/04/2025,2300,2500,2400
"Himachal Pradesh",Kangra,Kangra(Baijnath),Tomato,Tomato,FAQ,23/04/2025,2000,2100,2100
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Cabbage,Cabbage,FAQ,23/04/2025,1000,1100,1050
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Apple,American,Medium,23/04/2025,10000,15000,12500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Cabbage,Cabbage,FAQ,23/04/2025,800,1000,900
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Coriander(Leaves),Coriander,FAQ,23/04/2025,4000,5000,4500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Cucumbar(Kheera),Cucumbar,FAQ,23/04/2025,1200,2000,1500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","Green Chilli","Green Chilly",FAQ,23/04/2025,3500,4000,3700
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","Karbuja(Musk Melon)",Karbhuja,Medium,23/04/2025,2500,3000,2700
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Mango,Other,Medium,23/04/2025,6000,8000,7000
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","Water Melon",Other,Medium,23/04/2025,1400,1800,1600
"Himachal Pradesh",Kangra,Palampur,Apple,Apple,Medium,23/04/2025,14000,15000,14500
"Himachal Pradesh",Kangra,Palampur,"Bottle gourd","Bottle Gourd",FAQ,23/04/2025,1400,1500,1450
"Himachal Pradesh",Kangra,Palampur,Cabbage,Cabbage,FAQ,23/04/2025,900,1000,950
"Himachal Pradesh",Kangra,Palampur,Cucumbar(Kheera),Other,FAQ,23/04/2025,1500,1800,1600
"Himachal Pradesh",Kangra,Palampur,"Karbuja(Musk Melon)",Karbhuja,Medium,23/04/2025,2500,3000,2700
"Himachal Pradesh",Kangra,Palampur,"Mousambi(Sweet Lime)",Other,Medium,23/04/2025,5000,5200,5100
"Himachal Pradesh",Kangra,Palampur,Tomato,Tomato,FAQ,23/04/2025,1800,2000,1900
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)",Beetroot,Beetroot,FAQ,23/04/2025,2500,3000,2800
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)",Colacasia,Colacasia,FAQ,23/04/2025,4000,4500,4200
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)","Onion Green","Onion Green",FAQ,23/04/2025,2500,3000,2800
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)",Potato,Other,Non-FAQ,23/04/2025,2000,2500,2200
"Himachal Pradesh",Solan,Solan,Banana,Other,Medium,23/04/2025,2000,3300,2700
"Himachal Pradesh",Solan,Solan,"Bhindi(Ladies Finger)",Other,FAQ,23/04/2025,2500,3500,3000
"Himachal Pradesh",Solan,Solan,Brinjal,Other,FAQ,23/04/2025,1500,2000,1700
"Himachal Pradesh",Solan,Solan,Cabbage,Other,FAQ,23/04/2025,500,600,600
"Himachal Pradesh",Solan,Solan,Cauliflower,Other,FAQ,23/04/2025,500,1000,800
"Himachal Pradesh",Solan,Solan,Chikoos(Sapota),Other,Medium,23/04/2025,3000,4500,4000
"Himachal Pradesh",Solan,Solan,Coriander(Leaves),Other,FAQ,23/04/2025,3000,4000,3500
"Himachal Pradesh",Solan,Solan,"French Beans (Frasbean)",Other,FAQ,23/04/2025,4000,5000,4500
"Himachal Pradesh",Solan,Solan,Garlic,Other,FAQ,23/04/2025,8000,9000,8500
"Himachal Pradesh",Solan,Solan,Lemon,Other,FAQ,23/04/2025,14000,15000,14500
"Himachal Pradesh",Solan,Solan,Mango,Other,Medium,23/04/2025,6000,9000,7000
"Himachal Pradesh",Solan,Solan,Onion,Other,FAQ,23/04/2025,1150,1700,1300
"Himachal Pradesh",Solan,Solan,Orange,Other,Medium,23/04/2025,5000,10000,9000
"Himachal Pradesh",Solan,Solan,Papaya,Other,Medium,23/04/2025,2500,3500,3000
"Himachal Pradesh",Solan,Solan,Spinach,Other,FAQ,23/04/2025,1200,1300,1200
"Himachal Pradesh",Solan,Solan,"Sponge gourd",Other,FAQ,23/04/2025,2000,2800,2500
"Himachal Pradesh",Solan,Solan,Tomato,Other,FAQ,23/04/2025,1300,1500,1400
"Himachal Pradesh",Solan,Solan(Nalagarh),Banana,Other,Medium,23/04/2025,2600,3000,2800
"Himachal Pradesh",Solan,Solan(Nalagarh),Cabbage,Other,FAQ,23/04/2025,400,600,500
"Himachal Pradesh",Solan,Solan(Nalagarh),Carrot,Carrot,FAQ,23/04/2025,1800,2000,1900
"Himachal Pradesh",Solan,Solan(Nalagarh),Cucumbar(Kheera),Other,FAQ,23/04/2025,800,1000,900
"Himachal Pradesh",Solan,Solan(Nalagarh),Pumpkin,Other,FAQ,23/04/2025,500,700,600
"Jammu and Kashmir",Jammu,Batote,Banana,Other,Medium,23/04/2025,4000,4500,4250
"Jammu and Kashmir",Jammu,Batote,"Knool Khol",Other,FAQ,23/04/2025,1200,1400,1300
"Jammu and Kashmir",Jammu,Batote,Papaya,Other,Medium,23/04/2025,2500,3000,2750
"Jammu and Kashmir",Jammu,Batote,"Water Melon",Other,Medium,23/04/2025,2000,2200,2100
Karnataka,Bangalore,Ramanagara,Alsandikai,Alsandikai,FAQ,23/04/2025,4000,4800,4500
Karnataka,Bangalore,Ramanagara,"Bitter gourd","Bitter Gourd",FAQ,23/04/2025,2400,4000,3300
Karnataka,Bangalore,Ramanagara,Cucumbar(Kheera),Cucumbar,FAQ,23/04/2025,800,1000,900
Karnataka,Bangalore,Ramanagara,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,23/04/2025,3000,4000,3600
Karnataka,Chamrajnagar,"Chamaraj Nagar",Beetroot,Beetroot,FAQ,23/04/2025,400,700,550
Karnataka,Chamrajnagar,"Chamaraj Nagar",Brinjal,Other,FAQ,23/04/2025,600,800,700
Karnataka,Chamrajnagar,"Chamaraj Nagar",Brinjal,Round/Long,FAQ,23/04/2025,1000,1200,1100
Karnataka,Chamrajnagar,"Chamaraj Nagar",Raddish,Raddish,FAQ,23/04/2025,1000,1200,1100
Karnataka,Chamrajnagar,"Chamaraj Nagar",Turmeric,Turmeric,FAQ,23/04/2025,13000,13000,13000
Karnataka,Mysore,"Piriya Pattana",Maize,Hybrid/Local,FAQ,23/04/2025,2100,2300,2200
Kerala,Alappuzha,Chengannur,Cowpea(Veg),"Cowpea (Veg)",FAQ,23/04/2025,2800,3100,3000
Kerala,Alappuzha,Chengannur,"Green Chilli","Green Chilly",FAQ,23/04/2025,3500,4000,3800
Kerala,Alappuzha,Cherthala,"Banana - Green","Banana - Green",FAQ,23/04/2025,3400,3600,3500
Kerala,Alappuzha,Cherthala,Beetroot,Other,FAQ,23/04/2025,4000,4200,4100
Kerala,Alappuzha,Cherthala,"Bitter gourd",Other,FAQ,23/04/2025,4500,4700,4600
Kerala,Alappuzha,Cherthala,Cauliflower,Cauliflower,FAQ,23/04/2025,3400,3700,3500
Kerala,Alappuzha,Cherthala,Cowpea(Veg),"Cowpea (Veg)",FAQ,23/04/2025,4000,4200,4100
Kerala,Alappuzha,Cherthala,"Green Chilli","Green Chilly",FAQ,23/04/2025,5000,5200,5100
Kerala,Alappuzha,Harippad,Ashgourd,Other,FAQ,23/04/2025,3000,3500,3000
Kerala,Alappuzha,Harippad,"Bitter gourd",Other,FAQ,23/04/2025,5000,5500,5000
Kerala,Alappuzha,Kayamkulam,Amphophalus,Other,FAQ,23/04/2025,4600,4800,4700
Kerala,Alappuzha,Kayamkulam,Ginger(Green),Other,FAQ,23/04/2025,3600,3800,3700
Kerala,Alappuzha,Kayamkulam,"Green Chilli",Other,FAQ,23/04/2025,3100,3300,3200
Kerala,Alappuzha,Kayamkulam,Onion,Small,FAQ,23/04/2025,3300,3600,3500
Kerala,Alappuzha,Kayamkulam,Tomato,Other,FAQ,23/04/2025,2400,2600,2500
Kerala,Alappuzha,Mannar,Carrot,Other,FAQ,23/04/2025,5000,5200,5100
Kerala,Alappuzha,Mannar,Colacasia,Other,FAQ,23/04/2025,6500,6700,6600
Kerala,Ernakulam,Aluva,"Bitter gourd","Bitter Gourd",FAQ,23/04/2025,5500,7000,6300
Kerala,Ernakulam,Aluva,Tapioca,Tapioca,FAQ,23/04/2025,2300,3500,2900
Kerala,Ernakulam,"Amalapuram  VFPCK",Banana,Robusta,Large,23/04/2025,1800,2000,1900
Kerala,Ernakulam,Angamaly,"Bottle gourd","Bottle Gourd",FAQ,23/04/2025,2000,3000,2500
Kerala,Ernakulam,Angamaly,Cabbage,Cabbage,FAQ,23/04/2025,2600,4000,3500
Kerala,Ernakulam,Angamaly,Carrot,Carrot,FAQ,23/04/2025,3400,6000,5000
Kerala,Ernakulam,Angamaly,Garlic,Average,FAQ,23/04/2025,12000,15000,13000
Kerala,Ernakulam,Angamaly,Pumpkin,Pumpkin,FAQ,23/04/2025,1800,3000,2500
Kerala,Ernakulam,Angamaly,Tomato,Other,FAQ,23/04/2025,2800,4000,3500
Kerala,Ernakulam,Ernakulam,Amaranthus,Amaranthus,FAQ,23/04/2025,2400,3000,2700
Kerala,Ernakulam,Ernakulam,Ashgourd,Ashgourd,FAQ,23/04/2025,1200,1600,1500
Kerala,Ernakulam,Ernakulam,Cucumbar(Kheera),Other,FAQ,23/04/2025,1700,2000,1800
Kerala,Ernakulam,Ernakulam,Tomato,Tomato,FAQ,23/04/2025,2500,2800,2700
Kerala,Ernakulam,"Kunnukara  VFPCK",Banana,"Nendra Bale",Large,23/04/2025,6300,6500,6400
Kerala,Ernakulam,"Malayattoor  VFPCK",Banana,"Nendra Bale",Large,23/04/2025,0,0,6200
Kerala,Ernakulam,"Malayattoor  VFPCK",Banana,Poovan,Large,23/04/2025,0,0,5200
Kerala,Ernakulam,"North Paravur",Alsandikai,Alsandikai,FAQ,23/04/2025,3500,4500,4000
Kerala,Ernakulam,"North Paravur","Bitter gourd","Bitter Gourd",FAQ,23/04/2025,6500,7500,7000
Kerala,Ernakulam,"North Paravur","Bottle gourd","Bottle Gourd",FAQ,23/04/2025,1500,2500,2000
Kerala,Ernakulam,"North Paravur",Coconut,Big,FAQ,23/04/2025,6500,7500,7000
Kerala,Ernakulam,"North Paravur",Drumstick,Drumstick,FAQ,23/04/2025,5000,6000,5500
Kerala,Ernakulam,"North Paravur","Indian Beans (Seam)","Indian Beans (Seam)",FAQ,23/04/2025,4000,5000,4500
Kerala,Ernakulam,"North Paravur","Little gourd (Kundru)","Little gourd (Kundru)",FAQ,23/04/2025,2500,3500,3000
Kerala,Ernakulam,"North Paravur",Mint(Pudina),Mint(Pudina),FAQ,23/04/2025,7000,8000,7500
Kerala,Ernakulam,"North Paravur",Onion,"1st Sort",FAQ,23/04/2025,3500,4500,4000
Kerala,Ernakulam,Perumbavoor,"Bhindi(Ladies Finger)",Bhindi,FAQ,23/04/2025,2500,3500,3000
Kerala,Ernakulam,Perumbavoor,"Black pepper",Garbled,FAQ,23/04/2025,70000,71000,70500
Kerala,Ernakulam,Perumbavoor,Brinjal,Brinjal,FAQ,23/04/2025,2000,3000,2500
Kerala,Ernakulam,Perumbavoor,Cabbage,Cabbage,FAQ,23/04/2025,1600,2600,2000
Kerala,Ernakulam,Perumbavoor,Carrot,Carrot,FAQ,23/04/2025,2800,3800,3200
Kerala,Ernakulam,Perumbavoor,Cauliflower,Cauliflower,FAQ,23/04/2025,2200,3200,2700
Kerala,Ernakulam,Perumbavoor,"Coconut Seed","Coconut Seed",FAQ,23/04/2025,6200,7200,6700
Kerala,Ernakulam,Perumbavoor,Cowpea(Veg),"Cowpea (Veg)",FAQ,23/04/2025,4800,5800,5200
Kerala,Ernakulam,Perumbavoor,Cucumbar(Kheera),Cucumbar,FAQ,23/04/2025,1400,2400,1800
Kerala,Ernakulam,Perumbavoor,"Green Chilli","Green Chilly",FAQ,23/04/2025,3000,4000,3500
Kerala,Ernakulam,Perumbavoor,"Indian Beans (Seam)","Indian Beans (Seam)",FAQ,23/04/2025,5000,6000,5500
Kerala,Ernakulam,Perumbavoor,"Little gourd (Kundru)",Other,FAQ,23/04/2025,2200,3200,2700
Kerala,Ernakulam,Perumbavoor,Tomato,Tomato,FAQ,23/04/2025,1700,2700,2000
Kerala,Ernakulam,Thrippunithura,Banana,Poovan,Medium,23/04/2025,6000,8000,6200
Kerala,Ernakulam,Thrippunithura,"Bitter gourd","Bitter Gourd",FAQ,23/04/2025,6600,8000,6800
Kerala,Ernakulam,Thrippunithura,"Cluster beans","Cluster Beans",FAQ,23/04/2025,3000,5000,3500
Kerala,Ernakulam,Thrippunithura,Onion,Big,FAQ,23/04/2025,2200,2800,2400
Kerala,Ernakulam,Thrippunithura,Tapioca,Tapioca,FAQ,23/04/2025,3200,4000,3400
Kerala,Ernakulam,Thrippunithura,Tomato,Tomato,FAQ,23/04/2025,2800,3500,3000
Kerala,Kannur,"Chavassery VFPCK",Cowpea(Veg),"Cowpea (Veg)",FAQ,23/04/2025,3500,3500,3500
Kerala,Kannur,Taliparamba,Banana,Other,Large,23/04/2025,6700,6900,6800
Kerala,Kannur,Taliparamba,Onion,Onion,FAQ,23/04/2025,2300,2500,2400
Kerala,Kannur,Thalasserry,Onion,"1st Sort",FAQ,23/04/2025,1900,2200,2000
Kerala,Kannur,Thalasserry,Potato,Other,FAQ,23/04/2025,2600,3000,2800
Kerala,Kasargod,Manjeswaram,Cabbage,Cabbage,FAQ,23/04/2025,2000,3000,2500
Kerala,Kasargod,Neeleswaram,Amaranthus,Other,FAQ,23/04/2025,2500,3500,3000
Kerala,Kasargod,Neeleswaram,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,23/04/2025,14200,14600,14400
Kerala,Kasargod,Neeleswaram,"Bhindi(Ladies Finger)",Bhindi,FAQ,23/04/2025,4200,4600,4400
Kerala,Kasargod,Neeleswaram,Lemon,Other,FAQ,23/04/2025,13500,14500,14000
Kerala,Kollam,Kollam,Amphophalus,Other,FAQ,23/04/2025,5000,5500,5200
Kerala,Kollam,Kollam,"Bhindi(Ladies Finger)",Other,FAQ,23/04/2025,1300,1500,1400
Kerala,Kollam,Kollam,"Bitter gourd",Other,FAQ,23/04/2025,3600,4000,3800
Kerala,Kollam,Kollam,"Long Melon(Kakri)",Other,FAQ,23/04/2025,2100,2500,2300
Kerala,Kollam,Kollam,Pumpkin,Other,FAQ,23/04/2025,1000,1000,1000
Kerala,Kollam,Kollam,Tomato,Other,FAQ,23/04/2025,1800,2000,1900
Kerala,Kollam,Kottarakkara,Banana,Other,Medium,23/04/2025,5000,6000,5500
Kerala,Kollam,Kottarakkara,Beetroot,Other,FAQ,23/04/2025,4500,5000,5000
Kerala,Kollam,Kottarakkara,"Bottle gourd",Other,FAQ,23/04/2025,1000,2000,1500
Kerala,Kollam,Kottarakkara,Brinjal,Other,FAQ,23/04/2025,4000,5000,4500
Kerala,Kollam,Kottarakkara,Colacasia,Other,FAQ,23/04/2025,8000,8700,8500
Kerala,Kollam,Kottarakkara,Cowpea(Veg),Other,FAQ,23/04/2025,2500,3200,3000
Kerala,Kollam,Kottarakkara,Cucumbar(Kheera),Other,FAQ,23/04/2025,5000,6000,6000
Kerala,Kollam,Kottarakkara,"Little gourd (Kundru)",Other,FAQ,23/04/2025,5000,6000,5500
Kerala,Kollam,Kottarakkara,Mango,Other,Medium,23/04/2025,2500,3500,3000
Kerala,Kollam,Kottarakkara,Onion,Other,FAQ,23/04/2025,4000,5000,4500
Kerala,Kollam,Kottarakkara,Potato,Other,FAQ,23/04/2025,3500,4000,3700
Kerala,Kottayam,"Kattampak  VFPCK",Banana,"Nendra Bale",Medium,23/04/2025,6200,6800,6500
Kerala,Kottayam,"Kattampak  VFPCK",Cowpea(Veg),"Cowpea (Veg)",FAQ,23/04/2025,5000,5800,5500
Kerala,Kottayam,"Mutholy  VFPCK",Banana,Palayamthodan,Medium,23/04/2025,1600,1800,1800
Kerala,Kottayam,"Mutholy  VFPCK",Cowpea(Veg),"Cowpea (Veg)",FAQ,23/04/2025,3500,4000,4000
Kerala,Kottayam,Pampady,"Bhindi(Ladies Finger)",Bhindi,FAQ,23/04/2025,5400,6500,6000
Kerala,Kottayam,Pampady,"Bitter gourd","Bitter Gourd",FAQ,23/04/2025,7000,8000,7500
Kerala,Kottayam,Pampady,Cowpea(Veg),Other,FAQ,23/04/2025,3000,4500,4000
Kerala,Kottayam,Pampady,Drumstick,Other,FAQ,23/04/2025,5500,6500,6000
Kerala,Kottayam,Pampady,"Little gourd (Kundru)",Other,FAQ,23/04/2025,1500,3000,2500
Kerala,Kottayam,Pampady,Potato,Other,FAQ,23/04/2025,2700,4000,3500
Kerala,Kottayam,Pampady,Tomato,Other,FAQ,23/04/2025,2900,4300,4000
Kerala,Kottayam,Thalayolaparambu,Banana,"Banana - Ripe",Medium,23/04/2025,5800,6200,6000
Kerala,Kottayam,Thalayolaparambu,"Banana - Green","Banana - Green",FAQ,23/04/2025,2000,2500,2200
Kerala,Kottayam,Thalayolaparambu,"Bitter gourd","Bitter Gourd",FAQ,23/04/2025,6800,7200,7000
Kerala,Kottayam,Thalayolaparambu,Lemon,Other,FAQ,23/04/2025,9500,9800,9600
Kerala,Kozhikode(Calicut),Kallachi,Banana,Rasakathai,Medium,23/04/2025,5300,5700,5500
Kerala,Kozhikode(Calicut),Kallachi,"Cluster beans","Cluster Beans",FAQ,23/04/2025,4600,5000,4800
Kerala,Kozhikode(Calicut),Kallachi,"Green Chilli","Green Chilly",FAQ,23/04/2025,3300,3700,3500
Kerala,Kozhikode(Calicut),Kallachi,Onion,Other,FAQ,23/04/2025,1800,2200,2000
Kerala,Kozhikode(Calicut),Kallachi,Potato,Other,FAQ,23/04/2025,2500,2900,2700
Kerala,Kozhikode(Calicut),Kallachi,Snakeguard,Snakeguard,FAQ,23/04/2025,2800,3200,3000
Kerala,Kozhikode(Calicut),Mukkom,Amaranthus,Amaranthus,FAQ,23/04/2025,2600,2800,2700
Kerala,Kozhikode(Calicut),Mukkom,Cucumbar(Kheera),Cucumbar,FAQ,23/04/2025,1600,2000,1800
Kerala,Kozhikode(Calicut),Mukkom,Grapes,Other,Large,23/04/2025,14000,15000,14500
Kerala,Kozhikode(Calicut),Mukkom,Orange,Other,Large,23/04/2025,14000,15000,14500
Kerala,Kozhikode(Calicut),Perambra,Brinjal,Other,FAQ,23/04/2025,2200,2700,2500
Kerala,Kozhikode(Calicut),Perambra,Cabbage,Other,FAQ,23/04/2025,2000,2500,2200
Kerala,Kozhikode(Calicut),Perambra,Carrot,Other,FAQ,23/04/2025,3800,4200,4000
Kerala,Kozhikode(Calicut),Perambra,"Cluster beans",Other,FAQ,23/04/2025,3000,3600,3500
Kerala,Kozhikode(Calicut),Perambra,Cowpea(Veg),Other,FAQ,23/04/2025,4000,4800,4500
Kerala,Kozhikode(Calicut),Perambra,Pumpkin,Other,FAQ,23/04/2025,1000,1300,1200
Kerala,Kozhikode(Calicut),Perambra,Tomato,Tomato,FAQ,23/04/2025,1600,2000,1800
Kerala,Kozhikode(Calicut),Quilandy,Brinjal,Other,FAQ,23/04/2025,2400,2500,2400
Kerala,Kozhikode(Calicut),Quilandy,Onion,Other,FAQ,23/04/2025,2200,2300,2200
Kerala,Kozhikode(Calicut),Quilandy,Raddish,Other,FAQ,23/04/2025,3000,3200,3000
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),"Bhindi(Ladies Finger)",Bhindi,FAQ,23/04/2025,1700,2000,2000
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Tomato,Tomato,FAQ,23/04/2025,1600,1900,1900
Kerala,Malappuram,Perinthalmanna,"Bitter gourd","Bitter Gourd",FAQ,23/04/2025,5000,5500,5300
Kerala,Malappuram,Perinthalmanna,Cauliflower,Cauliflower,FAQ,23/04/2025,2500,3500,2800
Kerala,Malappuram,Perinthalmanna,Colacasia,Other,FAQ,23/04/2025,4000,5000,4500
Kerala,Malappuram,Perinthalmanna,Onion,Onion,FAQ,23/04/2025,1300,2000,1500
Kerala,Palakad,Kollengode,Amaranthus,Other,FAQ,23/04/2025,3000,3400,3200
Kerala,Palakad,Kollengode,Ashgourd,Other,FAQ,23/04/2025,1500,1900,1700
Kerala,Palakad,Kollengode,"Bottle gourd",Other,FAQ,23/04/2025,1500,1900,1700
Kerala,Palakad,Kollengode,Brinjal,Other,FAQ,23/04/2025,1500,1900,1700
Kerala,Palakad,Kollengode,Carrot,Other,FAQ,23/04/2025,3000,3400,3200
Kerala,Palakad,Kollengode,"Cowpea (Lobia/Karamani)","Cowpea (Whole)",FAQ,23/04/2025,2500,2900,2700
Kerala,Palakad,Kollengode,Drumstick,Other,FAQ,23/04/2025,2000,2400,2200
Kerala,Palakad,Kollengode,"Elephant Yam (Suran)",Other,FAQ,23/04/2025,4000,4400,4200
Kerala,Palakad,Kollengode,Garlic,Other,FAQ,23/04/2025,9000,9400,9200
Kerala,Palakad,Kollengode,Lemon,Other,FAQ,23/04/2025,4000,4400,4200
Kerala,Palakad,Kollengode,Onion,Big,FAQ,23/04/2025,2000,2400,2200
Kerala,Palakad,Kollengode,Pineapple,Other,Medium,23/04/2025,4000,4400,4200
Kerala,Palakad,Palakkad,Amaranthus,Other,FAQ,23/04/2025,3000,4000,3600
Kerala,Palakad,Palakkad,Banana,"Nendra Bale",Large,23/04/2025,5400,6500,6000
Kerala,Palakad,Palakkad,"Bhindi(Ladies Finger)",Bhindi,FAQ,23/04/2025,2200,3000,2700
Kerala,Palakad,Palakkad,"Bitter gourd","Bitter Gourd",FAQ,23/04/2025,5000,6000,5600
Kerala,Palakad,Palakkad,Cabbage,Cabbage,FAQ,23/04/2025,1500,2000,1800
Kerala,Palakad,Palakkad,Colacasia,Other,FAQ,23/04/2025,6000,7000,6600
Kerala,Palakad,Palakkad,Drumstick,Drumstick,FAQ,23/04/2025,3600,4500,4100
Kerala,Palakad,Palakkad,Garlic,Garlic,FAQ,23/04/2025,12000,13000,12600
Kerala,Palakad,Palakkad,"Green Chilli","Green Chilly",FAQ,23/04/2025,2800,4000,3500
Kerala,Palakad,Palakkad,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,23/04/2025,2000,3000,2600
Kerala,Palakad,Palakkad,Onion,Small,FAQ,23/04/2025,4000,5000,4600
Kerala,Palakad,Palakkad,Tomato,Tomato,FAQ,23/04/2025,2000,3000,2600
Kerala,Palakad,Pattambi,Ashgourd,Other,FAQ,23/04/2025,1200,1600,1300
Kerala,Palakad,Pattambi,Beetroot,Other,FAQ,23/04/2025,2600,3000,2800
Kerala,Palakad,Pattambi,"Bitter gourd",Other,FAQ,23/04/2025,6000,7000,6500
Kerala,Palakad,Pattambi,"Bottle gourd",Other,FAQ,23/04/2025,2000,2500,2200
Kerala,Palakad,Pattambi,Brinjal,Other,FAQ,23/04/2025,1600,2000,1800
Kerala,Palakad,Pattambi,Cabbage,Other,FAQ,23/04/2025,1200,1600,1300
Kerala,Palakad,Pattambi,Cauliflower,Other,FAQ,23/04/2025,2700,3500,2800
Kerala,Palakad,Pattambi,Colacasia,Other,FAQ,23/04/2025,6000,7000,6500
Kerala,Palakad,Pattambi,"Green Chilli","Green Chilly",FAQ,23/04/2025,3600,4000,3800
Kerala,Palakad,Vadakkenchery,Beetroot,Other,FAQ,23/04/2025,6500,7000,6750
Kerala,Palakad,Vadakkenchery,Carrot,Other,FAQ,23/04/2025,4500,5000,4750
Kerala,Palakad,Vadakkenchery,Cauliflower,Other,FAQ,23/04/2025,3500,4000,3750
Kerala,Palakad,Vadakkenchery,Pumpkin,Other,FAQ,23/04/2025,1500,2000,1750
Kerala,Pathanamthitta,Kuttoor,Amaranthus,Amaranthus,FAQ,23/04/2025,3600,4000,3800
Kerala,Pathanamthitta,Kuttoor,Snakeguard,Other,FAQ,23/04/2025,3600,4000,3800
Kerala,Thirssur,"Alengad  VFPCK",Banana,Palayamthodan,Medium,23/04/2025,1800,2000,1900
Kerala,Thirssur,"Alengad  VFPCK",Banana,Robusta,Medium,23/04/2025,2500,3000,2700
Kerala,Thirssur,Chavakkad,"Bhindi(Ladies Finger)",Other,FAQ,23/04/2025,3000,4000,4000
Kerala,Thirssur,Chelakkara,Ashgourd,Other,FAQ,23/04/2025,2000,2200,2100
Kerala,Thirssur,Chelakkara,"Coconut Seed",Other,FAQ,23/04/2025,6200,6800,6400
Kerala,Thirssur,Chelakkara,Tapioca,Other,FAQ,23/04/2025,3000,3500,3200
Kerala,Thirssur,Chelakkara,Tomato,Other,FAQ,23/04/2025,2500,3000,2600
Kerala,Thirssur,"Marottichal  VFPCK",Banana,Palayamthodan,Medium,23/04/2025,1300,2000,1800
